City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Sorong,ID,-0.8833,131.25,84.02,67,100,1.57,overcast clouds
460,Wattegama,LK,6.7989,81.4808,72.75,80,100,1.57,heavy intensity rain
461,Vardo,NO,70.3705,31.1107,24.78,80,100,18.41,snow
462,Fort Wellington,GY,6.4,-57.6,76.5,86,81,5.57,broken clouds
463,Minot,US,48.2325,-101.2963,20.79,79,0,5.75,clear sky
464,Verkhnevilyuysk,RU,63.4453,120.3167,-16.73,99,100,2.1,overcast clouds
465,Acajutla,SV,13.5928,-89.8275,77.29,70,5,5.44,clear sky
466,Port Shepstone,ZA,-30.7414,30.455,71.67,90,12,11.79,few clouds
467,Hadejia,NG,12.4498,10.0444,64.58,17,6,9.73,clear sky
468,Syracuse,IT,37.0881,15.2792,61.32,81,100,8.37,overcast clouds
469,Indiaroba,BR,-11.5192,-37.5117,76.89,90,99,8.84,overcast clouds
470,Nantucket,US,41.2835,-70.0995,46.51,65,100,24.16,overcast clouds
471,Kununurra,AU,-15.7667,128.7333,98.58,44,16,5.75,few clouds
472,Ayagoz,KZ,47.9714,80.4392,-4.2,98,100,10.94,overcast clouds
473,Bubaque,GW,11.2833,-15.8333,80.96,78,38,9.95,scattered clouds
474,Udachnyy,RU,66.4167,112.4,-28.55,66,100,4.9,overcast clouds
475,Aleksandrovskoye,RU,44.7142,43.0008,34.14,94,98,12.28,overcast clouds
476,Rosetta,EG,31.4044,30.4164,59.86,81,3,8.75,clear sky
477,Kharp,RU,66.8014,65.8081,-4.99,89,99,7.87,overcast clouds
478,Wanning,CN,18.8003,110.3967,71.74,73,56,9.78,broken clouds
479,Pitimbu,BR,-7.4706,-34.8086,79.39,77,17,11.92,few clouds
480,Ligayan,PH,4.6533,119.4706,81.79,74,100,4.12,overcast clouds
481,Natal,BR,-5.795,-35.2094,79.02,78,40,5.75,scattered clouds
482,Dukat,RU,62.55,155.55,-19.44,87,32,1.9,scattered clouds
483,Leshan,CN,29.5623,103.7639,53.58,69,100,1.52,overcast clouds
484,Mahibadhoo,MV,3.7833,72.9667,81.52,78,100,17.96,light rain
485,Shelburne,CA,44.0787,-80.2041,24.76,93,68,10.8,broken clouds
486,Minab,IR,27.1467,57.0801,71.92,24,0,11.5,clear sky
487,Wewak,PG,-3.5534,143.6268,82.71,77,92,3.51,overcast clouds
488,Novobirilyussy,RU,56.9514,90.6661,8.42,92,100,13.98,light snow
489,Tshikapa,CD,-6.4167,20.8,64.0,95,79,1.45,broken clouds
490,Phan Thiet,VN,10.9333,108.1,78.84,68,92,4.81,overcast clouds
491,Fort Nelson,CA,58.8053,-122.7002,-3.05,78,75,3.44,broken clouds
492,Sampit,ID,-2.5333,112.95,86.13,64,100,3.09,overcast clouds
493,Byron Bay,AU,-28.65,153.6167,73.94,78,99,6.73,light rain
494,Kalmunai,LK,7.4167,81.8167,76.82,77,100,2.37,overcast clouds
495,Dwarka,IN,22.2394,68.9678,72.72,51,0,11.23,clear sky
496,Kalanguy,RU,51.0167,116.5167,-2.25,99,92,1.52,overcast clouds
497,Freeport,US,40.6576,-73.5832,39.25,58,0,13.8,clear sky
498,Jardim,BR,-21.4803,-56.1381,80.65,65,71,4.07,broken clouds
499,Chifeng,CN,42.2683,118.9636,19.63,37,2,12.62,clear sky
500,Datong,CN,40.0936,113.2914,16.02,34,0,10.65,clear sky
501,Salalah,OM,17.0151,54.0924,72.88,48,7,5.97,clear sky
502,Soyo,AO,-6.1349,12.3689,77.92,88,100,3.96,light rain
503,Geraldton,AU,-28.7667,114.6,73.81,49,40,16.11,scattered clouds
504,Te Anau,NZ,-45.4167,167.7167,63.46,55,100,3.31,overcast clouds
505,Mecca,SA,21.4267,39.8261,72.12,71,0,5.59,clear sky
506,Ponta Do Sol,PT,32.6667,-17.1,68.0,76,99,1.99,overcast clouds
507,Muravlenko,RU,63.7898,74.523,-10.52,96,96,14.25,overcast clouds
508,Talnakh,RU,69.4865,88.3972,-22.68,97,15,1.16,few clouds
509,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.91,94,98,1.16,overcast clouds
510,Nouadhibou,MR,20.931,-17.0347,67.98,88,15,12.66,few clouds
511,Kampene,CD,-3.6,26.6667,66.81,99,100,2.35,light rain
512,College,US,64.8569,-147.8028,15.75,79,100,6.91,light snow
513,Hendersonville,US,36.3048,-86.62,56.28,97,100,3.89,overcast clouds
514,Guayaquil,EC,-2.1667,-79.9,77.95,69,40,12.66,scattered clouds
515,Tahta,EG,26.7693,31.5021,62.19,33,0,6.26,clear sky
516,Burnie,AU,-41.0667,145.9167,62.94,61,100,6.06,overcast clouds
517,Pasighat,IN,28.0667,95.3333,66.02,45,2,1.34,clear sky
518,Beloha,MG,-25.1667,45.05,71.89,81,26,10.76,scattered clouds
519,Pisco,PE,-13.7,-76.2167,68.05,83,0,12.66,clear sky
520,That Phanom,TH,16.9364,104.7104,75.22,66,15,10.76,few clouds
521,Isangel,VU,-19.55,169.2667,86.11,70,98,6.91,overcast clouds
522,Iki-Burul,RU,45.8208,44.6472,35.78,79,100,13.8,overcast clouds
523,Novyy Nekouz,RU,57.9029,38.07,17.49,97,100,4.29,overcast clouds
524,Bambanglipuro,ID,-7.95,110.2833,83.57,66,97,5.35,overcast clouds
525,Kangaatsiaq,GL,68.3065,-53.4641,25.86,76,97,6.62,overcast clouds
526,Kloulklubed,PW,7.0419,134.2556,82.9,72,96,3.56,overcast clouds
527,Pervomayskiy,RU,53.2485,40.2871,30.9,94,100,17.11,light snow
528,Uglegorsk,RU,49.0833,142.0333,21.97,74,100,2.39,overcast clouds
529,Salekhard,RU,66.53,66.6019,-3.96,87,100,4.63,overcast clouds
530,Brae,GB,60.3964,-1.353,39.33,69,82,13.02,light rain
531,Zeljezno Polje,BA,44.4083,17.9319,51.76,86,100,4.59,overcast clouds
532,Sakhon Nakhon,TH,17.1612,104.1472,75.15,73,0,6.91,clear sky
533,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.0,67,0,17.27,clear sky
534,Port Perry,CA,44.1068,-78.9444,25.47,36,0,10.11,clear sky
535,Lhokseumawe,ID,5.1801,97.1507,75.33,86,100,5.01,overcast clouds
536,Sechura,PE,-5.5569,-80.8222,68.18,77,89,14.27,overcast clouds
537,West Helena,US,34.5507,-90.6418,49.75,70,100,6.02,overcast clouds
538,Tonk,IN,26.1667,75.7833,58.62,47,0,3.67,clear sky
539,Chara,RU,56.9064,118.2631,-5.12,77,65,2.59,broken clouds
540,Borba,BR,-4.3878,-59.5939,77.18,76,49,0.47,scattered clouds
541,Mehran,IR,33.1222,46.1646,55.63,46,0,9.78,clear sky
542,Bowen,AU,-20.0167,148.2333,83.95,63,52,8.48,broken clouds
543,Lagoa,PT,39.05,-27.9833,62.89,94,100,42.43,light rain
544,Calvinia,ZA,-31.4707,19.776,61.47,38,0,2.08,clear sky
545,Plouzane,FR,48.3833,-4.6167,33.85,93,61,3.44,fog
546,Tiarei,PF,-17.5333,-149.3333,86.02,72,50,7.25,scattered clouds
547,Tainan,TW,22.9908,120.2133,76.78,64,40,5.75,scattered clouds
548,Avera,US,33.194,-82.5271,55.38,85,84,6.42,broken clouds
549,Sitrah,BH,26.1547,50.6206,68.0,68,0,10.36,clear sky
550,Sargur,IN,11.9833,76.4167,63.23,87,95,2.57,overcast clouds
551,Thinadhoo,MV,0.5333,72.9333,81.81,76,99,15.48,light rain
552,Belmonte,BR,-15.8631,-38.8828,76.91,90,100,10.47,overcast clouds
553,Staraya Kulatka,RU,52.7167,47.6167,15.51,70,95,12.91,overcast clouds
554,Sisimiut,GL,66.9395,-53.6735,28.4,71,94,11.83,overcast clouds
555,Batagay-Alyta,RU,67.8006,130.4114,-36.56,99,94,4.52,overcast clouds
556,Fort Frances,CA,48.5999,-93.4003,27.16,82,100,6.91,overcast clouds
557,Ust-Omchug,RU,61.15,149.6333,-21.84,98,100,3.22,overcast clouds
558,Boffa,GN,10.1667,-14.0333,77.5,91,24,1.5,few clouds
559,Zelenogradsk,RU,54.9589,20.4767,24.85,88,100,0.0,mist
560,Ukiah,US,39.1502,-123.2078,47.44,92,100,4.61,overcast clouds
561,Hondo,JP,32.45,130.2,57.16,52,0,4.99,clear sky
562,Plock,PL,52.5468,19.7064,30.96,90,100,8.66,overcast clouds
563,Poya,NC,-21.35,165.15,83.91,69,40,5.39,scattered clouds
564,Kumluca,TR,36.3703,30.2869,58.46,72,36,4.85,scattered clouds
565,Qinhuangdao,CN,39.9317,119.5883,34.2,33,77,13.33,broken clouds
566,Pringsewu,ID,-5.3582,104.9744,84.2,65,100,3.53,overcast clouds
567,Hamilton,US,39.1834,-84.5333,48.24,91,100,3.44,mist
568,Pacific Grove,US,36.6177,-121.9166,53.51,91,75,10.0,broken clouds
569,Januaria,BR,-15.4833,-44.3667,70.2,96,35,4.07,light rain
570,Hope,US,33.6671,-93.5916,62.65,91,89,5.55,overcast clouds
571,Lakselv,NO,70.0513,24.9718,10.22,92,100,4.61,overcast clouds
572,Deputatskiy,RU,69.3,139.9,-35.5,95,98,5.68,overcast clouds
573,Ponca City,US,36.707,-97.0856,46.89,75,100,4.61,overcast clouds
574,Palafrugell,ES,41.9174,3.1631,52.9,53,100,3.0,overcast clouds
575,Paamiut,GL,61.994,-49.6678,23.95,71,9,14.76,clear sky
576,Cravo Norte,CO,6.3017,-70.2041,78.82,66,92,4.38,overcast clouds
577,Tres Arroyos,AR,-38.3739,-60.2798,59.4,55,0,8.34,clear sky
578,Kankakee,US,41.15,-87.8667,38.91,98,100,10.36,mist
579,Mehamn,NO,71.0357,27.8492,19.31,85,20,3.44,few clouds
580,Goure,NE,13.9835,10.2704,61.88,17,1,9.08,clear sky
581,Fairbanks,US,64.8378,-147.7164,15.76,79,100,6.91,light snow
582,Adwa,ET,14.1646,38.8955,55.63,83,0,2.44,clear sky
583,Ahuimanu,US,21.4447,-157.8378,80.31,64,100,23.02,overcast clouds
584,Goundam,ML,16.4145,-3.6708,71.42,14,0,9.33,clear sky
585,Rincon,US,32.296,-81.2354,61.86,95,100,6.91,mist
586,Broome,US,42.2506,-75.833,29.66,82,0,6.91,clear sky
587,Black River,JM,18.0264,-77.8487,73.78,81,9,4.07,clear sky
588,Kawalu,ID,-7.3817,108.2082,78.93,77,79,3.85,broken clouds
589,Kandrian,PG,-6.2167,149.55,85.28,70,92,6.51,overcast clouds
590,Den Helder,NL,52.9599,4.7593,35.02,65,63,8.1,broken clouds
591,Camopi,GF,3.1655,-52.3158,71.38,96,65,2.48,broken clouds
592,Beira,MZ,-19.8436,34.8389,78.03,79,100,2.98,overcast clouds
593,Urusha,RU,54.05,122.9,-6.12,93,75,2.26,broken clouds
594,Binghamton,US,42.0987,-75.918,29.97,83,0,6.91,clear sky
595,Tanabe,JP,33.7333,135.3667,61.81,48,20,3.44,few clouds
596,Bosilegrad,RS,42.5011,22.4724,48.0,89,100,3.71,overcast clouds
597,Abu Samrah,SY,35.3029,37.1841,50.23,82,1,2.68,clear sky
598,Bar Harbor,US,44.3876,-68.2039,31.98,50,0,14.0,clear sky
599,Nova Olimpia,BR,-14.7972,-57.2881,76.26,85,95,6.31,overcast clouds
600,Metro,ID,-5.1131,105.3067,80.76,76,100,3.94,overcast clouds
601,Lieksa,FI,63.3167,30.0167,22.64,93,99,8.43,light snow
602,Ewo,CG,-0.8725,14.8206,72.61,80,100,1.41,overcast clouds
603,Wuwei,CN,37.9281,102.6414,21.11,55,21,4.03,few clouds
604,Louis Trichardt,ZA,-23.0439,29.9032,63.01,95,71,6.85,broken clouds
605,Sayyan,YE,15.1718,44.3244,48.02,52,11,0.69,few clouds
606,Walvis Bay,NA,-22.9575,14.5053,60.1,94,0,3.44,clear sky
607,Kiama,AU,-34.6833,150.8667,70.57,60,22,3.0,few clouds
608,Kungurtug,RU,50.5994,97.5228,-13.43,86,99,1.68,overcast clouds
609,Mount Isa,AU,-20.7333,139.5,101.97,9,0,12.66,clear sky
610,Marzuq,YE,14.4,46.4667,58.06,66,6,1.5,clear sky
611,Santos Dumont,BR,-21.4567,-43.5525,63.48,96,8,1.36,clear sky
612,Aleksandrov Gay,RU,50.147,48.5704,16.18,61,24,12.62,few clouds
613,Ledyard,US,41.4398,-72.0142,39.13,35,0,11.5,clear sky
614,Kaeo,NZ,-35.1,173.7833,71.33,92,77,9.44,broken clouds
615,Antri,IN,26.0567,78.2144,56.91,49,4,2.24,clear sky
616,Altagracia De Orituco,VE,9.8601,-66.3814,68.68,93,48,4.43,scattered clouds
617,La Palma,US,33.8464,-118.0467,57.81,78,0,6.91,clear sky
618,Havoysund,NO,70.9963,24.6622,25.03,84,46,9.28,scattered clouds
619,Salym,RU,60.0625,71.4789,-18.94,98,12,3.49,few clouds
620,Ouallam,NE,14.3188,2.0866,69.08,16,0,10.09,clear sky
621,Kirn,DE,49.7833,7.45,32.65,87,81,3.78,broken clouds
622,Gebre Guracha,ET,9.8,38.4,50.95,50,54,3.04,broken clouds
623,Jacareacanga,BR,-6.2222,-57.7528,75.97,76,67,1.54,broken clouds
624,Uttiramerur,IN,12.6,79.7667,70.81,93,100,21.25,overcast clouds
625,Miquelon,PM,47.0975,-56.3814,37.4,80,67,19.82,broken clouds
626,Kiunga,PG,-6.1219,141.2906,85.66,71,99,2.17,moderate rain
627,Yanam,IN,16.7333,82.2167,75.6,89,98,11.77,overcast clouds
628,Aguimes,ES,27.9054,-15.4461,66.83,88,75,4.61,broken clouds
629,Shinpokh,PK,34.3292,71.1782,54.75,47,10,3.69,clear sky
630,Micheweni,TZ,-4.9667,39.8333,78.58,79,94,3.42,overcast clouds
631,Chake Chake,TZ,-5.2459,39.7666,76.01,84,30,3.62,scattered clouds
632,Alvand,IR,36.3187,49.1678,27.82,94,64,2.66,broken clouds
633,Areka,ET,7.0667,37.7,58.03,44,37,4.5,scattered clouds
634,Yavatmal,IN,20.4,78.1333,57.22,45,32,5.86,scattered clouds
635,Japura,ID,-0.3167,102.35,79.9,81,89,2.28,overcast clouds
636,Raudeberg,NO,61.9875,5.1352,27.27,53,15,6.26,few clouds
637,Nipawin,CA,53.3668,-104.0009,17.64,79,100,11.5,overcast clouds
638,Whyalla,AU,-33.0333,137.5833,90.43,22,4,23.98,clear sky
639,Vereeniging,ZA,-26.6731,27.9261,61.38,78,4,4.54,clear sky
640,Thunder Bay,CA,48.4001,-89.3168,31.98,86,100,12.66,overcast clouds
641,Keskin,TR,39.6731,33.6136,39.13,85,39,4.16,scattered clouds
642,Elmira,US,42.0898,-76.8077,28.22,86,0,0.0,clear sky
643,Fort William,GB,56.8165,-5.1121,27.3,95,40,2.75,scattered clouds
644,Taos,US,36.4072,-105.5731,30.2,75,0,0.0,clear sky
645,Alice Springs,AU,-23.7,133.8833,103.55,10,3,8.05,clear sky
646,Pak Phanang,TH,8.3511,100.202,78.82,80,100,6.13,light rain
647,Sioux Lookout,CA,50.1001,-91.917,23.07,93,40,8.05,scattered clouds
648,Yairipok,IN,24.6667,94.0667,59.13,68,36,0.92,scattered clouds
649,San Miguel,SV,13.4833,-88.1833,76.96,69,93,1.63,overcast clouds
650,Egvekinot,RU,66.3167,-179.1667,-5.71,99,100,3.53,overcast clouds
651,Yingkou,CN,40.6648,122.2283,27.16,43,100,13.76,overcast clouds
652,Ocala,US,29.1872,-82.1401,65.97,72,40,3.44,scattered clouds
653,Labuan,MY,5.2767,115.2417,75.56,100,40,0.0,light rain
654,Kirakira,SB,-10.4544,161.9205,81.09,82,100,6.44,overcast clouds
655,Karratha,AU,-20.7377,116.8463,96.58,23,0,12.1,clear sky
656,Kodigenahalli,IN,13.72,77.3903,63.1,98,100,9.93,overcast clouds
657,Guozhen,CN,34.3659,107.359,41.04,33,75,3.4,broken clouds
658,Tautira,PF,-17.7333,-149.15,79.16,74,15,5.93,light rain
659,Vitre,FR,48.1178,-1.2058,26.42,89,8,4.68,clear sky
660,Codrington,AU,-38.2667,141.9667,70.66,45,6,4.09,clear sky
661,Mwinilunga,ZM,-11.7358,24.4293,61.3,98,100,0.74,light rain
662,Azangaro,PE,-14.9167,-70.2167,45.23,82,100,0.11,overcast clouds
663,Ojinaga,MX,29.5667,-104.4167,69.57,68,0,0.0,clear sky
664,Mahon,ES,39.8885,4.2658,59.56,94,20,6.91,few clouds
665,Fortuna Foothills,US,32.6578,-114.4119,59.09,41,0,4.61,clear sky
666,Shimoda,JP,34.6667,138.95,59.36,58,88,3.0,overcast clouds
667,Tahe,CN,52.3333,124.7333,3.07,78,90,3.0,overcast clouds
668,Bonthe,SL,7.5264,-12.505,78.84,80,56,2.86,broken clouds
669,Villazon,BO,-22.0866,-65.5942,50.9,72,100,1.95,light rain
670,Yangjiang,CN,21.85,111.9667,64.17,66,58,7.27,broken clouds
671,Zarate,AR,-34.0981,-59.0286,72.91,92,100,3.0,light rain
672,Primorsko-Akhtarsk,RU,46.0497,38.1747,46.04,93,71,8.55,broken clouds
673,Jawhar,SO,2.7809,45.5005,74.35,87,100,5.79,overcast clouds
674,Mulchen,CL,-37.7167,-72.2333,60.48,58,32,5.28,scattered clouds
675,Curanilahue,CL,-37.4667,-73.35,56.01,75,100,3.56,overcast clouds
676,Ibra,OM,22.6906,58.5334,64.71,64,0,3.44,clear sky
677,Cannington,AU,-32.0167,115.95,75.13,38,0,13.8,clear sky
678,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,66,40,8.05,scattered clouds
679,Teacapan,MX,22.55,-105.75,72.3,92,7,6.87,clear sky
680,Cayenne,GF,4.9333,-52.3333,75.24,94,75,0.0,broken clouds
681,Gravdal,NO,68.1214,13.5031,31.28,54,2,11.7,clear sky
682,Jabinyanah,TN,35.035,10.9081,67.8,58,100,11.95,overcast clouds
683,Osmaniye,TR,37.0742,36.2478,53.64,66,16,4.07,few clouds
684,Fallon,US,39.4735,-118.7774,38.91,55,75,5.75,broken clouds
685,Honningsvag,NO,70.9821,25.9704,24.55,80,70,5.75,broken clouds
686,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.19,84,74,10.25,broken clouds
687,Vera Cruz,BR,-12.6333,-41.0333,69.37,85,100,1.14,overcast clouds
